Title,Author,Year,Month,IsReport,URL,Tags
“Be Ye Clean”,Gordon B. Hinckley,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/be-ye-clean,["youth"+"temptation"+"repentance"+"joseph smith"+"honesty"+"word of wisdom"+"morality"+"priesthood"]
Stay on the True Course,Carlos E. Asay,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/stay-on-the-true-course,["goals"+"prophets"+"repentance"+"jesus christ"+"covenants"+"plan of salvation"+"joy"+"morality"+"adversity"+"spirituality"]
Finding Joy in Life,Richard G. Scott,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/finding-joy-in-life,["prayer"+"repentance"+"jesus christ"+"adversity"+"faith"+"prophets"+"scriptures"+"service"+"talents"+"temples"+"gratitude"+"blessings"+"children"+"joy"+"agency"]
Commitment,F. Burton Howard,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/commitment,["commitment"+"endurance"]
Faith of Our Fathers,Joseph B. Wirthlin,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/faith-of-our-fathers,["obedience"+"prophets"+"service"+"jesus christ"+"joseph smith"+"pioneers"+"plan of salvation"+"church callings"+"gratitude"+"faith"+"commandments"+"atonement"]
“Becometh As a Child”,Neal A. Maxwell,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/becometh-as-a-child,["love"+"jesus christ"+"commitment"+"example"+"children"+"faith"+"criticism"+"restoration"]
Listening with New Ears,Virginia H. Pearce,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/listening-with-new-ears,["church leaders"+"prophets"+"listening"+"holy ghost"+"young women"+"spirituality"]
A Handful of Meal and a Little Oil,Jeffrey R. Holland,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/a-handful-of-meal-and-a-little-oil,["jesus christ"+"holy ghost"+"neighbors"+"faith"+"generosity"+"atonement"]
Spiritual Shepherds,W. Eugene Hansen,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/spiritual-shepherds,["peer pressure"+"church leaders"+"prophets"+"parents"+"youth"+"evil"+"priesthood"+"friendship"]
Feasting at the Lord’s Table,M. Russell Ballard,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/feasting-at-the-lords-table,["youth"+"prophets"+"individual worth"+"love"+"jesus christ"+"church meetings"+"holy ghost"+"family"+"temple work"+"testimony"+"spirituality"]
Joseph+ the Man and the Prophet,Dallin H. Oaks,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/joseph-the-man-and-the-prophet,["joseph smith"]
He Has Given Me a Prophet,Anne Prescott,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/he-has-given-me-a-prophet,["prophets"+"prayer"]
“Ye May Know”,Keith B. McMullin,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/ye-may-know,["jesus christ"+"holy ghost"+"restoration"+"testimony"]
Facing Trials with Optimism,Anne Marie Rose,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/facing-trials-with-optimism,["church leaders"+"prophets"+"attitude"+"adversity"]
What I Want My Son to Know before He Leaves on His Mission,James E. Faust,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/what-i-want-my-son-to-know-before-he-leaves-on-his-mission,["scripture study"+"service"+"love"+"jesus christ"+"contention"+"opposition"+"holy ghost"+"work"+"missionary work"+"priesthood"+"testimony"]
The Word of Wisdom:The Principle and the Promises,Boyd K. Packer,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-word-of-wisdom-the-principle-and-the-promises,["youth"+"obedience"+"repentance"+"jesus christ"+"holy ghost"+"word of wisdom"+"sacrament"+"evil"]
“Thou Shalt Have No Other Gods”,Russell M. Nelson,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/thou-shalt-have-no-other-gods,["priorities"+"prayer"+"truth"+"jesus christ"+"honesty"+"covenants"+"family"+"faith"+"commandments"+"church leaders"+"service"+"church callings"+"kingdom of god"+"neighbors"+"morality"+"agency"]
The Sustaining of Church Officers,James E. Faust,1996,04,T,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-sustaining-of-church-officers,[]
The Church Audit Committee Report,Ted E. Davis,1996,04,T,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-church-audit-committee-report,[]
Statistical Report 1995,F. Michael Watson,1996,04,T,https://www.churchofjesuschrist.org/study/general-conference/1996/04/statistical-report-1995,[]
This Glorious Easter Morn,Gordon B. Hinckley,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/this-glorious-easter-morn,["death"+"youth"+"scriptures"+"service"+"jesus christ"+"covenants"+"family"+"church growth"+"evil"+"resurrection"+"testimony"+"atonement"]
Stand True and Faithful,Gordon B. Hinckley,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/stand-true-and-faithful,["temptation"+"prayer"+"parents"+"jesus christ"+"honesty"+"repentance"+"holy ghost"+"family"+"word of wisdom"+"seminary"+"self-esteem"+"loyalty"+"youth"+"service"+"pioneers"+"temple work"+"joy"+"morality"+"education"+"friendship"+"agency"]
This Work Is True,David B. Haight,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/this-work-is-true,["jesus christ"+"church growth"]
Temptation,Rulon G. Craven,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/temptation,["obedience"+"temptation"+"jesus christ"+"holy ghost"+"evil"+"testimony"+"agency"]
Conversion and Commitment,W. Mack Lawrence,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/conversion-and-commitment,["general conference"+"commitment"+"covenants"+"discipleship"+"conversion"]
Baskets and Bottles,Chieko N. Okazaki,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/baskets-and-bottles,["love"+"unity"+"holy ghost"+"church growth"+"education"+"women"]
A Legacy of Testimony,Henry B. Eyring,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/a-legacy-of-testimony,["scripture study"+"prayer"+"parents"+"jesus christ"+"covenants"+"holy ghost"+"family"+"atonement"+"fasting"+"family home evening"+"children"+"hope"+"testimony"]
Sacrament of the Lord’s Supper,L. Tom Perry,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/sacrament-of-the-lords-supper,["jesus christ"+"sacrifice"+"covenants"+"plan of salvation"+"church organization"+"sacrament"+"atonement"]
An Anchor for Eternity—and Today,Bonnie D. Parkin,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/an-anchor-for-eternity-and-today,["prophets"+"holy ghost"+"faith"+"testimony"]
“Remember … Thy Church+ O Lord”,Gordon B. Hinckley,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/remember-thy-church-o-lord,["general conference"+"truth"+"jesus christ"+"tabernacle choir"+"church growth"+"criticism"]
My Prayers Were Answered,Kirstin Boyer,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/my-prayers-were-answered,["scripture study"+"prophets"]
The Prophetic Voice,James E. Faust,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-prophetic-voice,["women"+"church leaders"+"general conference"+"prophets"+"jesus christ"+"truth"+"responsibility"+"church growth"+"priesthood"+"apostasy"+"criticism"+"loyalty"]
The Way of the Master,Thomas S. Monson,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-way-of-the-master,["service"+"love"+"jesus christ"+"compassion"+"neighbors"+"commandments"+"atonement"]
Remember How Thou Hast Received and Heard,Susan L. Warner,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/remember-how-thou-hast-received-and-heard,["scripture study"+"repentance"+"parents"+"jesus christ"+"family"+"commandments"+"prophets"+"family home evening"+"responsibility"+"sin"+"children"+"sacrament"+"spirituality"]
The Sabbath Day and Sunday Shopping,Earl C. Tingey,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-sabbath-day-and-sunday-shopping,["jesus christ"+"covenants"+"sabbath"+"commandments"+"atonement"]
Sustaining the Living Prophets,Janette Hales Beckham,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/sustaining-the-living-prophets,["church leaders"+"prophets"+"testimony"]
“If Thou Wilt Enter into Life+ Keep the Commandments”,Robert D. Hales,1996,04,F,https://www.churchofjesuschrist.org/study/general-conference/1996/04/if-thou-wilt-enter-into-life-keep-the-commandments,["jesus christ"+"covenants"+"holy ghost"+"family"+"commandments"+"atonement"+"youth"+"prophets"+"example"+"missionary work"+"education"+"priesthood"+"friendship"+"sacrament"+"spirituality"]
Christ at Bethesda’s Pool,Thomas S. Monson,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/christ-at-bethesdas-pool,["service"+"jesus christ"+"blessings"]
The Joy of Living the Great Plan of Happiness,Richard G. Scott,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-joy-of-living-the-great-plan-of-happiness,["marriage"+"motherhood"+"parenthood"+"example"+"home"+"pioneers"+"plan of salvation"+"holy ghost"+"joy"+"blessings"+"sacrifice"]
The Savior Is Counting on You,Joe J. Christensen,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-savior-is-counting-on-you,["satan"+"temptation"+"youth"+"love"+"jesus christ"+"media"+"temples"+"missionary work"+"evil"+"priesthood"]
The Eternal Family,Robert D. Hales,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-eternal-family,["motherhood"+"obedience"+"parenthood"+"covenants"+"plan of salvation"+"temples"+"family"+"hope"+"god the father"+"fatherhood"+"atonement"]
“This Thing Was Not Done in a Corner”,Gordon B. Hinckley,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/this-thing-was-not-done-in-a-corner,["abuse"+"parenthood"+"welfare"+"word of wisdom"+"family"+"prophets"+"tithing"+"example"+"home"+"media"+"morality"+"missionary work"+"agency"]
“We Care Enough to Send Our Very Best”,Richard C. Edgley,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/we-care-enough-to-send-our-very-best,["service"+"love"+"missionary work"]
“Reach with a Rescuing Hand”,Gordon B. Hinckley,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/reach-with-a-rescuing-hand,["youth"+"general conference"+"activation"+"pioneers"]
The Grand Key-Words for the Relief Society,James E. Faust,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-grand-key-words-for-the-relief-society,["relief society"+"prayer"+"service"+"jesus christ"+"adversity"+"councils"+"women"+"spirituality"]
Faith in Every Footstep,M. Russell Ballard,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/faith-in-every-footstep,["pioneers"+"faith"+"prophecy"]
Raised in Hope,Chieko N. Okazaki,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/raised-in-hope,["death"+"jesus christ"+"hope"+"women"+"agency"+"atonement"]
Rejoice!,Quentin L. Cook,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/rejoice,["jesus christ"+"temples"+"responsibility"+"gratitude"+"joy"+"atonement"]
Women of the Church,Gordon B. Hinckley,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/women-of-the-church,["abuse"+"motherhood"+"home teaching"+"loneliness"+"single members"+"plan of salvation"+"leadership"+"work"+"women"]
Confirmed in Faith,Aileen H. Clyde,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/confirmed-in-faith,["relief society"+"love"+"jesus christ"+"covenants"+"adversity"+"faith"+"women"]
The Twelve Apostles,Boyd K. Packer,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-twelve-apostles,["church leaders"+"angels"+"prophets"+"unity"+"quorum of the twelve apostles"+"holy ghost"+"family"+"restoration"+"testimony"]
Covenant Marriage,Bruce C. Hafen,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/covenant-marriage,["marriage"+"covenants"+"opposition"+"children"+"adversity"+"self-esteem"]
“According to the Desire of [Our] Hearts”,Neal A. Maxwell,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/according-to-the-desire-of-our-hearts,["parenthood"+"satan"+"adversity"+"agency"]
The Sustaining of Church Officers,Thomas S. Monson,1996,10,T,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-sustaining-of-church-officers,[]
The Atonement,Russell M. Nelson,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-atonement,["healing"+"jesus christ"+"creation"+"plan of salvation"+"fall"+"atonement"]
“Be Thou an Example”,Thomas S. Monson,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/be-thou-an-example,["fasting"+"home teaching"+"tithing"+"example"+"missionary work"]
The Spirit of Prophecy,L. Aldin Porter,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-spirit-of-prophecy,["prophets"+"truth"+"jesus christ"+"sacrifice"+"holy ghost"+"missionary work"+"faith"+"restoration"+"testimony"+"prophecy"]
Listen by the Power of the Spirit,Gordon B. Hinckley,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/listen-by-the-power-of-the-spirit,["church leaders"+"unity"+"listening"+"pioneers"+"preparation"]
Christians in Belief and Action,Joseph B. Wirthlin,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/christians-in-belief-and-action,["conversion"+"restoration"+"repentance"+"scriptures"+"jesus christ"+"christianity"+"holy ghost"+"faith"+"commandments"+"ordinances"+"atonement"]
“Behold Your Little Ones”,W. Rolfe Kerr,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/behold-your-little-ones,["individual worth"+"jesus christ"+"holy ghost"+"children"+"book of mormon"+"atonement"]
“Run and Not Be Weary”,L. Tom Perry,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/run-and-not-be-weary,["word of wisdom"+"priesthood"]
The Ordinary Classroom—a Powerful Place for Steady and Continued Growth,Virginia H. Pearce,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-ordinary-classroom-a-powerful-place-for-steady-and-continued-growth,["scriptures"+"teaching"+"holy ghost"+"education"+"trust"+"ordinances"]
Strengthened in Charity,Elaine L. Jack,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/strengthened-in-charity,["relief society"+"service"+"love"+"jesus christ"+"charity"+"women"]
“Always Have His Spirit”,Dallin H. Oaks,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/always-have-his-spirit,["prayer"+"repentance"+"holy ghost"+"sacrament"+"commandments"]
Prophets Are Inspired,David B. Haight,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/prophets-are-inspired,["prophets"+"gordon b. hinckley"]
Witnesses for God,Henry B. Eyring,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/witnesses-for-god,["parenthood"+"fasting"+"love"+"example"+"covenants"+"family home evening"+"holy ghost"+"family"+"missionary work"+"testimony"]
“Woman+ Why Weepest Thou?”,James E. Faust,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/woman-why-weepest-thou,["peace"+"repentance"+"jesus christ"+"service"+"adversity"+"evil"+"women"+"atonement"]
Listening to the Voice of the Lord,Francisco J. Viñas,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/listening-to-the-voice-of-the-lord,["obedience"+"prayer"+"humility"+"jesus christ"+"listening"+"holy ghost"+"pride"+"conversion"]
“The Peaceable Things of the Kingdom”,Jeffrey R. Holland,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-peaceable-things-of-the-kingdom,["obedience"+"peace"+"prayer"+"jesus christ"+"repentance"+"opposition"+"adversity"+"forgiveness"]
Honesty—a Moral Compass,James E. Faust,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/honesty-a-moral-compass,["truth"+"honesty"+"values"+"priesthood"]
“Partakers of the Glories”,Elaine L. Jack,1996,10,F,https://www.churchofjesuschrist.org/study/general-conference/1996/10/partakers-of-the-glories,["relief society"+"covenants"+"plan of salvation"+"holy ghost"+"gratitude"+"patriarchal blessings"+"temples"+"priesthood"+"ordinances"]
Eternity Lies before Us,James E. Faust,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/eternity-lies-before-us,["death"+"parenthood"+"joseph smith"+"jesus christ"+"covenants"+"pioneers"+"plan of salvation"+"family"+"temples"+"resurrection"+"spirituality"]
“A Small Stone”,Elaine L. Jack,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/a-small-stone,["relief society"+"jesus christ"+"sacrifice"+"temples"+"church callings"+"consecration"+"visiting teaching"+"priesthood"]
A Holy Calling,Monte J. Brough,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/a-holy-calling,["jesus christ"+"church callings"+"missionary work"+"testimony"]
“From Whom All Blessings Flow”,Neal A. Maxwell,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/from-whom-all-blessings-flow,["death"+"prayer"+"jesus christ"+"holy ghost"+"blessings"+"adversity"+"faith"+"atonement"]
Finding Faith in Every Footstep,Bonnie D. Parkin,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/finding-faith-in-every-footstep,["jesus christ"+"pioneers"+"gratitude"+"faith"+"agency"]
Caring for the Souls of Children,Patricia P. Pinegar,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/caring-for-the-souls-of-children,["parenthood"+"satan"+"jesus christ"+"covenants"+"holy ghost"+"family"+"commandments"+"love"+"home"+"temples"+"joy"+"children"+"god the father"+"councils"]
Draw Nearer to Christ,Alejandra Hernández,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/draw-nearer-to-christ,["scriptures"+"jesus christ"+"young women"]
May We Be Faithful and True,Gordon B. Hinckley,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/may-we-be-faithful-and-true,["church leaders"+"quorums of seventy"+"relief society"+"jesus christ"+"pioneers"+"temples"+"kingdom of god"+"church growth"+"faith"]
His Peace,Dennis E. Simmons,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/his-peace,["peace"+"love"+"jesus christ"+"holy ghost"+"adversity"]
Jesus Christ+ Our Redeemer,Richard G. Scott,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/jesus-christ-our-redeemer,["priorities"+"jesus christ"+"premortal existence"+"covenants"+"mercy"+"plan of salvation"+"joy"+"temples"+"ordinances"+"atonement"]
“Because She Is a Mother”,Jeffrey R. Holland,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/because-she-is-a-mother,["motherhood"+"prayer"+"jesus christ"+"pioneers"+"holy ghost"+"family"+"children"+"fatherhood"+"atonement"]
Endure and Be Lifted Up,Russell M. Nelson,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/endure-and-be-lifted-up,["priorities"+"satan"+"temptation"+"jesus christ"+"covenants"+"endurance"+"work"+"adversity"+"loyalty"+"marriage"+"love"+"pioneers"+"plan of salvation"]
“Go+ and Do Thou Likewise”,H. David Burton,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/go-and-do-thou-likewise,["fasting"+"bishops"+"service"+"jesus christ"+"welfare"+"joy"+"good samaritan"+"neighbors"]
Pioneers All,Thomas S. Monson,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/pioneers-all,["church leaders"+"love"+"jesus christ"+"parents"+"pioneers"+"temples"+"gratitude"+"faith"+"friendship"+"testimony"]
“True to the Faith”,Gordon B. Hinckley,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/true-to-the-faith,["joseph smith"+"jesus christ"+"pioneers"+"temples"+"gratitude"+"missionary work"+"church growth"+"brigham young"]
Modern Pioneers,Janette Hales Beckham,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/modern-pioneers,["prophets"+"jesus christ"+"pioneers"+"plan of salvation"+"temples"+"young women"+"faith"+"commandments"]
They Will Come,Thomas S. Monson,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/they-will-come,["jesus christ"+"activation"+"covenants"+"missionary work"+"faith"+"fellowshipping"+"priesthood"]
Finding Safety in Counsel,Henry B. Eyring,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/finding-safety-in-counsel,["general conference"+"prophets"+"humility"+"jesus christ"+"temptation"+"safety"+"holy ghost"+"god the father"+"faith"+"agency"+"priesthood"]
“You Have Nothing to Fear from the Journey”,M. Russell Ballard,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/you-have-nothing-to-fear-from-the-journey,["love"+"jesus christ"+"pioneers"+"plan of salvation"+"sin"+"gratitude"+"hope"+"joy"+"god the father"+"faith"+"atonement"]
Statistical Report 1996,F. Michael Watson,1997,04,T,https://www.churchofjesuschrist.org/study/general-conference/1997/04/statistical-report-1996,[]
Faith in Every Footstep: The Epic Pioneer Journey (Video Presentation),Gordon B. Hinckley ; President Thomas S. Monson ; President James E. Faust,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/media/session_4_talk_10/1403049401001,[]
Keep Walking+ and Give Time a Chance,Virginia H. Pearce,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/keep-walking-and-give-time-a-chance,["attitude"+"pioneers"+"zion"+"success"+"gratitude"+"work"+"god the father"]
“When Thou Art Converted+ Strengthen Thy Brethren”,Robert D. Hales,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/when-thou-art-converted-strengthen-thy-brethren,["testimony"+"obedience"+"repentance"+"scriptures"+"jesus christ"+"example"+"temples"+"faith"+"commandments"+"priesthood"+"conversion"]
The Basics Have Not Changed,David B. Haight,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/the-basics-have-not-changed,["obedience"+"pioneers"+"church growth"+"priesthood"]
Washed Clean,Boyd K. Packer,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/washed-clean,["repentance"+"scriptures"+"jesus christ"+"covenants"+"plan of salvation"+"sin"+"church doctrine"+"joy"+"sacrament"+"faith"+"atonement"]
As Good As Our Bond,Sheldon F. Child,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/as-good-as-our-bond,["jesus christ"+"honesty"+"covenants"+"plan of salvation"+"temples"]
They Showed the Way,Thomas S. Monson,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/they-showed-the-way,["restoration"+"joseph smith"+"jesus christ"+"bible"+"pioneers"+"god the father"+"apostasy"+"book of mormon"+"atonement"]
Our Testimony to the World,Gordon B. Hinckley,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/our-testimony-to-the-world,["government"+"general conference"+"jesus christ"+"church organization"+"neighbors"+"criticism"+"fellowshipping"+"atonement"]
Gratitude,Jerald L. Taylor,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/gratitude,["repentance"+"service"+"jesus christ"+"kingdom of god"+"gratitude"+"resurrection"+"atonement"]
“That Spirit Which Leadeth to Do Good”,L. Tom Perry,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/that-spirit-which-leadeth-to-do-good,["temptation"+"jesus christ"+"holy ghost"+"priesthood"+"apostasy"+"commandments"+"spirituality"]
“True to the Truth”,Joseph B. Wirthlin,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/true-to-the-truth,["home teaching"+"peace"+"jesus christ"+"repentance"+"covenants"+"truth"+"church growth"+"atonement"+"employment"+"pioneers"+"plan of salvation"+"temples"+"sacrament"+"accountability"]
A Righteous Choice,Fono Lavatai,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/a-righteous-choice,["seminary"+"agency"]
Converts and Young Men,Gordon B. Hinckley,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/converts-and-young-men,["fear"+"greed"+"satan"+"love"+"jesus christ"+"joy"+"priesthood"+"fellowshipping"+"conversion"]
Friends Standing Together,Kristin Banner,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/friends-standing-together,["pioneers"+"young women"+"faith"+"friendship"]
“Bishop+ Help!”,Dallin H. Oaks,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/bishop-help,["church leaders"+"bishops"+"home teaching"+"jesus christ"+"visiting teaching"+"self-reliance"]
The Sustaining of Church Officers,Thomas S. Monson,1997,04,T,https://www.churchofjesuschrist.org/study/general-conference/1997/04/the-sustaining-of-church-officers,[]
“Pray unto the Father in My Name”,L. Edward Brown,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/pray-unto-the-father-in-my-name,["prayer"+"communication"+"jesus christ"+"holy ghost"+"children"+"god the father"]
Power of the Priesthood,James E. Faust,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/power-of-the-priesthood,["obedience"+"bishops"+"love"+"service"+"home"+"holy ghost"+"church callings"+"joy"+"priesthood"+"brigham young"+"spirituality"]
The Church Audit Committee Report,Ted E. Davis,1997,04,T,https://www.churchofjesuschrist.org/study/general-conference/1997/04/the-church-audit-committee-report,[]
“In His Strength I Can Do All Things”,Jack H. Goaslind,1997,04,F,https://www.churchofjesuschrist.org/study/general-conference/1997/04/in-his-strength-i-can-do-all-things,["jesus christ"+"pioneers"+"holy ghost"+"priesthood"]
Why Every Member a Missionary?,Richard G. Scott,1997,10,F,https://www.churchofjesuschrist.org/study/general-conference/1997/10/why-every-member-a-missionary,["jesus christ"+"media"+"joy"+"missionary work"+"fellowshipping"]
Spiritual Capacity,Russell M. Nelson,1997,10,F,https://www.churchofjesuschrist.org/study/general-conference/1997/10/spiritual-capacity,["general conference"+"prophets"+"attitude"+"jesus christ"+"gordon b. hinckley"+"commandments"+"agency"+"spirituality"]
Some Thoughts on Temples+ Retention of Converts+ and Missionary Service,Gordon B. Hinckley,1997,10,F,https://www.churchofjesuschrist.org/study/general-conference/1997/10/some-thoughts-on-temples-retention-of-converts-and-missionary-service,["young women"+"dating"+"activation"+"temples"+"leadership"+"blessings"+"church growth"+"education"+"fellowshipping"+"missionary work"+"priesthood"]
Following the Pioneers,Dallin H. Oaks,1997,10,F,https://www.churchofjesuschrist.org/study/general-conference/1997/10/following-the-pioneers,["obedience"+"service"+"jesus christ"+"commitment"+"honesty"+"pioneers"+"sacrifice"+"missionary work"+"adversity"+"faith"+"fellowshipping"]
“Feed My Lambs”,Henry B. Eyring,1997,10,F,https://www.churchofjesuschrist.org/study/general-conference/1997/10/feed-my-lambs,["prayer"+"humility"+"jesus christ"+"covenants"+"plan of salvation"+"holy ghost"+"children"+"faith"+"commandments"+"fellowshipping"+"atonement"]
“Apply the Atoning Blood of Christ”,Neal A. Maxwell,1997,10,F,https://www.churchofjesuschrist.org/study/general-conference/1997/10/apply-the-atoning-blood-of-christ,["death"+"obedience"+"jesus christ"+"plan of salvation"+"character"+"joy"+"adversity"+"atonement"]
Universal Application of the Gospel,J. Kent Jolley,1997,10,F,https://www.churchofjesuschrist.org/study/general-conference/1997/10/universal-application-of-the-gospel,["peace"+"jesus christ"+"holy ghost"+"joy"]
“Are You the Woman I Think You Are?”,Sheri L. Dew,1997,10,F,https://www.churchofjesuschrist.org/study/general-conference/1997/10/are-you-the-woman-i-think-you-are,["satan"+"prayer"+"scriptures"+"jesus christ"+"temples"+"sin"+"testimony"+"women"]
